checkpoint,standard_mean,standard_std,standard_count,warmstart_mean,warmstart_std,warmstart_count
1,0.8004413300096994,0.1126071733959005,500,0.8344899044967413,0.1106489451858896,500
5,0.8285989808404136,0.10569338243314214,500,0.8400942817980092,0.10582155527208327,500
10,0.8386782126270004,0.10346981639889867,500,0.8449473669079763,0.10338136998840777,500
15,0.8457688852685531,0.10289640590651523,500,0.8485685491346023,0.10250056077029132,500
20,0.8488117733679854,0.10247432660322643,500,0.850344742711736,0.10196640796428104,500
