dataset_id,checkpoint,standard_mean,standard_std,warmstart_mean,warmstart_std
917,1,0.7625696740670759,0.0814767398493267,0.8266556447803495,0.03666715011216749
917,5,0.8661092741300581,0.0399887405068519,0.8624452842072116,0.033160021198739835
917,10,0.8918453786805227,0.031000261812550722,0.8858510470792001,0.025774000791374815
917,15,0.9059612659423713,0.02669990759029709,0.9002141395055898,0.025318143566148733
917,20,0.9101023460872304,0.025235633504171042,0.9092709809478822,0.02293894096594714
1049,1,0.8417683772538141,0.043893317085999396,0.7236945214979196,0.04836818199411391
1049,5,0.8849393203883495,0.02304114766337847,0.8825814840499308,0.025252517504555958
1049,10,0.8973144937586686,0.019844685642929228,0.8956657420249654,0.024625952434443037
1049,15,0.9044244105409155,0.018675219965787367,0.9035904993065187,0.022601510522558408
1049,20,0.9084743411927879,0.019406585637504324,0.9077323162274618,0.02184650389595302
1111,1,0.7484671403324505,0.03908259956604832,0.5320143282704626,0.012075466408703233
1111,5,0.790730958671346,0.021430136348324344,0.7851578995479622,0.024259437850163476
1111,10,0.798456054473955,0.022432293553956244,0.7964237934606878,0.019886692684731096
1111,15,0.8047316720378263,0.021074812739905843,0.8040290060546531,0.01940001418514942
1111,20,0.807573989367613,0.020236244985289746,0.8070854139855678,0.018204940343554757
1464,1,0.684988354037267,0.0588100671241234,0.6035714285714284,0.061218882558644445
1464,5,0.7263509316770187,0.042387560126320604,0.7282686335403727,0.04335123413671924
1464,10,0.7372554347826086,0.04272792841568524,0.7394138198757763,0.042791904821908755
1464,15,0.7404930124223601,0.04269033035251025,0.7436529503105589,0.04289324437720487
1464,20,0.7421428571428572,0.042693396958548395,0.7477872670807453,0.04251997541492595
1494,1,0.8007612781954887,0.04577457283838173,0.7915867794486214,0.03086845475697976
1494,5,0.8426394110275689,0.03144958005937519,0.8448778195488721,0.031329358535444406
1494,10,0.8581281328320801,0.030862590400090553,0.8586293859649122,0.028449752875754415
1494,15,0.8686497493734338,0.028546202946542382,0.8645802005012532,0.026048043248558757
1494,20,0.873062343358396,0.025099977157223948,0.8692904135338345,0.026685437408150024
1510,1,0.9512590299277605,0.02807391426262762,0.9161919504643963,0.02915369188187318
1510,5,0.9715428276573788,0.016008953837086008,0.9707739938080495,0.016061405754970892
1510,10,0.9752115583075335,0.01503451532805484,0.9754798761609907,0.014497827581126579
1510,15,0.9776625386996904,0.012996448781751699,0.9777863777089784,0.01383419960917472
1510,20,0.9793034055727553,0.01229719928906401,0.9788648090815273,0.013188297298753081
1558,1,0.7561229629908089,0.07881308947732255,0.6740114279269966,0.03091569557570941
1558,5,0.8298682405127529,0.02792313872248216,0.8197524575681823,0.02892904445305676
1558,10,0.8433552619213203,0.025737561555255938,0.8374101084525308,0.02520636692905979
1558,15,0.8534056350205814,0.023777214575282795,0.8507625509839671,0.023771750529514288
1558,20,0.8583125011747457,0.0209133032952413,0.8546756761836738,0.024205672393902526
4534,1,0.8676326401118825,0.08619608390446641,0.9699735574432821,0.0035581123348374104
4534,5,0.9449116207396664,0.022430019127210703,0.9699735574432821,0.0035581123348374104
4534,10,0.9572120066300633,0.009089438919991009,0.9703269061431681,0.0038014332957383534
4534,15,0.9646620739666426,0.010366706345722333,0.9717942996995752,0.004829117555631743
4534,20,0.9672833186574122,0.009739621968467912,0.9723333419662281,0.0052376755866360425
23381,1,0.553497442455243,0.06516213025347212,0.5153132992327365,0.058925612314548896
23381,5,0.6137404092071611,0.04506939275745657,0.6027365728900256,0.051277766252223675
23381,10,0.6382416879795396,0.047540248183783565,0.6298976982097186,0.050067508602010466
23381,15,0.6523593350383631,0.04483187431021557,0.6453644501278772,0.04850511279702182
23381,20,0.6581649616368286,0.04372451746598535,0.6535230179028133,0.04528178359448323
40536,1,0.7587754928894636,0.041629945212044064,0.6403351244343891,0.01620796153290627
40536,5,0.799617606658048,0.01973936426420532,0.7927564237233353,0.02001033749990596
40536,10,0.809099951519069,0.015178419090751669,0.8081312217194571,0.016638923366494706
40536,15,0.8160129686489981,0.015709557903599045,0.8150774078862315,0.014598507468002241
40536,20,0.8187359001292824,0.015732564294839192,0.8177313752424047,0.013848073208590576
