dataset_id,checkpoint,standard_mean,standard_std,warmstart_mean,warmstart_std
917,1,0.9320899284202036,0.026411561402560256,0.951674563968142,0.01331299500869881
917,5,0.9471680612965017,0.016441282308836506,0.9531888295191048,0.013379416032206241
917,10,0.9534217158987801,0.014085013741735182,0.9546849480794435,0.013167240237697227
917,15,0.9567254763585038,0.013623731670623775,0.9558524044762577,0.012939344128979008
917,20,0.9574049803407602,0.013301318664428144,0.9567416070168364,0.012942165217810008
1049,1,0.916484375,0.020388384871413198,0.9242393663194445,0.016497063721949163
1049,5,0.9260351562499999,0.017474932874242982,0.9289767795138887,0.01576919985281669
1049,10,0.9318641493055556,0.015881379161597892,0.9323372395833333,0.014695143037441946
1049,15,0.9357606336805557,0.014855826835720084,0.9358821614583333,0.013532976758560968
1049,20,0.9372808159722222,0.01401663611572475,0.9366959635416666,0.01353325515728668
1111,1,0.8194055022089828,0.014555710063731147,0.8184417805476815,0.014264302754245985
1111,5,0.8229461893616485,0.01541449638186444,0.8227349403654717,0.015321786625420195
1111,10,0.8249587374364816,0.015316768104853827,0.8249186874683982,0.01534063243293611
1111,15,0.8258657473820523,0.015060964321051445,0.8264039395624132,0.01471378508353386
1111,20,0.8267734208232379,0.0147509470293332,0.8265300952459396,0.014802193579926303
1464,1,0.7364156920077971,0.043983366299053736,0.7401340155945418,0.04236896792140465
1464,5,0.7420760233918128,0.04215343947169931,0.7444980506822612,0.04220391330627303
1464,10,0.7456335282651074,0.040941766289680576,0.7472709551656921,0.04152714519973806
1464,15,0.7485745614035089,0.04093811815364554,0.7494809941520466,0.04146984372799688
1464,20,0.7500657894736843,0.04089403405691587,0.7509186159844055,0.04164465415198979
1494,1,0.890943661971831,0.026194723835029795,0.8988822937625754,0.021849286921534802
1494,5,0.9037947686116701,0.02341915786294922,0.9055140845070424,0.021314514686678557
1494,10,0.9117253521126761,0.020055021624727668,0.9117283702213281,0.01966970192420795
1494,15,0.919311871227364,0.018518699873895355,0.9175985915492959,0.019359310516115537
1494,20,0.9199788732394366,0.018002951882731603,0.9197354124748489,0.01855621628893331
1510,1,0.9855357142857143,0.009368873566289768,0.9859854497354498,0.009511950196308388
1510,5,0.9869444444444446,0.008524883421852588,0.987013888888889,0.00867336941148905
1510,10,0.9883234126984126,0.008258718537297803,0.9885780423280423,0.007638090042748503
1510,15,0.9893882275132274,0.00739674760316857,0.9896064814814816,0.007489623834215339
1510,20,0.9896527777777777,0.007346339382404229,0.9897685185185184,0.007474835422606723
1558,1,0.8558764285028329,0.018483057779951306,0.8688109814654759,0.016957528171554735
1558,5,0.8656748775569001,0.01920877463663134,0.871613247863248,0.01761931730069211
1558,10,0.8741121674829541,0.017317437350011823,0.8754960145971381,0.017310372684157454
1558,15,0.8833593825026408,0.016923152709287795,0.881543623355421,0.01896320795840181
1558,20,0.8852075530586765,0.01612176155871855,0.8839860030730816,0.018051281662371518
4534,1,0.9709652016777466,0.003829446094264281,0.9713227921550421,0.002009777129056853
4534,5,0.973779132611615,0.0032686172241786974,0.9738317196903131,0.0031140321216104917
4534,10,0.9760309686831679,0.003806357292591411,0.9763632271755168,0.0037985205985668472
4534,15,0.9785712544969246,0.004025977362188864,0.9785142741093188,0.004255257557990313
4534,20,0.9793441618727101,0.003878692879936635,0.9797316682968882,0.004273489127998701
23381,1,0.6058045977011495,0.04942449019863508,0.6083045977011494,0.04373435004684805
23381,5,0.6161247947454843,0.045556489380458136,0.617487684729064,0.04314416717706085
23381,10,0.6258456486042693,0.04676531495596542,0.6257060755336618,0.0451256832144554
23381,15,0.63254105090312,0.045733060914333046,0.6326518883415436,0.04421254761996476
23381,20,0.635299671592775,0.045056591032551024,0.635628078817734,0.04388198093415738
40536,1,0.83856966873706,0.013721684223262854,0.8366523550724636,0.01259596527665448
40536,5,0.8430870082815736,0.012153268063444023,0.8428922877846792,0.012172867600020844
40536,10,0.845118115942029,0.011564260493322008,0.8453634057971015,0.01188862929137123
40536,15,0.846832582815735,0.011029400826338649,0.8471278467908903,0.011041549419373764
40536,20,0.8473585921325052,0.010742510863081539,0.8475886128364389,0.01120440812751377
