dataset_id,checkpoint,standard_mean,standard_std,warmstart_mean,warmstart_std
917,1,0.9618564005668396,0.011276764303584428,0.9660399937017792,0.010090549668891247
917,5,0.9703322311447015,0.008149754677206824,0.9707668083766336,0.008170688967598492
917,10,0.9718217603527002,0.00782380993466928,0.9721335222799558,0.007570613951850295
917,15,0.9731538340418829,0.007923893252940625,0.9732766493465594,0.008089907038419811
917,20,0.9739820500708549,0.008008130103746415,0.9739474098567154,0.007947446860579164
1049,1,0.9328207350901525,0.017769954409164773,0.9339251040221914,0.02010096749605075
1049,5,0.9419694868238558,0.016049168265803698,0.9413609570041609,0.015961430574247412
1049,10,0.9444382801664355,0.01605733918975722,0.9441192787794731,0.016270485866045705
1049,15,0.9459622052704577,0.015271700154066375,0.9460783633841886,0.015933118668902572
1049,20,0.9473214285714286,0.014747499854868685,0.9471549930651872,0.015927797289282793
1111,1,0.7936329442677957,0.025072363765758506,0.7942291519542297,0.016681805761773676
1111,5,0.8218285213956171,0.018480159645749266,0.8194481088618757,0.018786546015193417
1111,10,0.8270423521019218,0.017821910296946915,0.8263069931423614,0.018358799674270992
1111,15,0.8318050233188389,0.01690511265078593,0.8304709294197355,0.018436238263610863
1111,20,0.8335909578110045,0.017099026398620036,0.8342606888467481,0.01734128422371234
1464,1,0.6961374223602484,0.06645719253917108,0.6866110248447206,0.06145865694723688
1464,5,0.7297709627329193,0.04966325023678802,0.7248757763975155,0.05452299797574937
1464,10,0.7380085403726707,0.048470766294769395,0.7369099378881987,0.0496560258617476
1464,15,0.7493090062111802,0.04872366350158834,0.7487422360248448,0.047161264220629266
1464,20,0.7519021739130435,0.04886873486069357,0.7506366459627329,0.048110075816663045
1494,1,0.9227913533834586,0.022063357772019985,0.9254777568922308,0.02014707144917711
1494,5,0.9312484335839599,0.019909854592990845,0.9313549498746869,0.019776120126700495
1494,10,0.933843984962406,0.01972835204473283,0.9337468671679197,0.01965069914972513
1494,15,0.9352600250626566,0.019728765951184595,0.9352568922305764,0.019480685456623126
1494,20,0.9356986215538846,0.019673692834612726,0.9364880952380952,0.019239803292434958
1510,1,0.990686274509804,0.008069068478949424,0.9901031991744067,0.008757767964766822
1510,5,0.9931682146542826,0.00657611181532724,0.9930959752321981,0.0066159364069620415
1510,10,0.993828689370485,0.00635824175318945,0.993828689370485,0.00635824175318945
1510,15,0.9941382868937049,0.006077160961326495,0.994236326109391,0.006172054809461176
1510,20,0.9944272445820433,0.005926544485185228,0.9946904024767801,0.0055517151443288905
1558,1,0.8944198635415296,0.01673726068039449,0.8974633009416761,0.010660482831585352
1558,5,0.9055166062064169,0.011741865255241506,0.9049933274439412,0.01159659246037887
1558,10,0.907673439467699,0.01163561871150781,0.9074505197075352,0.01138515323699981
1558,15,0.9092816194575494,0.011406993715210988,0.9088878446704135,0.010974818294282075
1558,20,0.9103170873822904,0.010961910338489107,0.9100319530853525,0.011404812138079376
4534,1,0.9943255335128977,0.0036162934028010087,0.9958881953796747,0.0009076009636297121
4534,5,0.9961497332435514,0.000842476505109113,0.9961908992023205,0.0008124059259760536
4534,10,0.9963213638247177,0.0007952609387298572,0.9963199393970785,0.0007823856047877969
4534,15,0.9963914197658759,0.0007741580934877374,0.9964151688594219,0.0007571659009808284
4534,20,0.996451090334611,0.0007537403331788453,0.9964558556925308,0.0007476936491578064
23381,1,0.580306905370844,0.06507283638632048,0.5673593350383632,0.061783310476040146
23381,5,0.6081010230179027,0.062019636730893106,0.6088746803069054,0.060502394444503005
23381,10,0.6254411764705882,0.05555386262355039,0.6227557544757033,0.05621951878447653
23381,15,0.6413682864450128,0.05555154857276347,0.6439130434782608,0.05588847432630885
23381,20,0.6459271099744247,0.057570618300789904,0.6476918158567776,0.057419602818221206
40536,1,0.8590976082740789,0.015421655781123264,0.862189479638009,0.011374797522804419
40536,5,0.870409946670976,0.01224083689485549,0.8698141160310279,0.011961584102202449
40536,10,0.8724702650290886,0.011380388834221433,0.8721196670976084,0.011448967143906303
40536,15,0.8735357950872656,0.011520111504607893,0.8735216548157725,0.011429546553838899
40536,20,0.8742214770523593,0.011387663188162969,0.8743366192630898,0.011472143286541364
