dataset_id,checkpoint,standard_mean,standard_std,warmstart_mean,warmstart_std
917,1,0.9040780979373325,0.05035924500808595,0.9542749173358526,0.01246409373658384
917,5,0.9266824122185483,0.02839295458620464,0.9542749173358526,0.01246409373658384
917,10,0.9266824122185483,0.02839295458620464,0.9542749173358526,0.01246409373658384
917,15,0.9266824122185483,0.02839295458620464,0.9542749173358526,0.01246409373658384
917,20,0.9266824122185483,0.02839295458620464,0.9542749173358526,0.01246409373658384
1049,1,0.9067701109570042,0.02418904448586371,0.9314771151178917,0.01628240133834579
1049,5,0.9152357836338418,0.02179337566936988,0.9324757281553397,0.016515868086589544
1049,10,0.9152357836338418,0.02179337566936988,0.9324757281553397,0.016515868086589544
1049,15,0.9152357836338418,0.02179337566936988,0.9324757281553397,0.016515868086589544
1049,20,0.9152357836338418,0.02179337566936988,0.9324757281553397,0.016515868086589544
1111,1,0.8168576565014931,0.018114777425608436,0.7518093608738202,0.020752811690747552
1111,5,0.8192901645044611,0.017622855737941538,0.8167362856190337,0.017676786207466724
1111,10,0.8192901645044611,0.017622855737941538,0.8167362856190337,0.017676786207466724
1111,15,0.8192901645044611,0.017622855737941538,0.8167362856190337,0.017676786207466724
1111,20,0.8192901645044611,0.017622855737941538,0.8167362856190337,0.017676786207466724
1464,1,0.7328222049689441,0.05082875731834089,0.6948291925465842,0.06466795417434373
1464,5,0.7402523291925466,0.05079030443422861,0.7377212732919254,0.05018616980040977
1464,10,0.7402523291925466,0.05079030443422861,0.7377212732919254,0.05018616980040977
1464,15,0.7402523291925466,0.05079030443422861,0.7377212732919254,0.05018616980040977
1464,20,0.7402523291925466,0.05079030443422861,0.7377212732919254,0.05018616980040977
1494,1,0.8827459273182957,0.03579414290780177,0.9293640350877195,0.020313744623914092
1494,5,0.8940178571428571,0.02968999643904458,0.9293640350877195,0.020313744623914092
1494,10,0.8940178571428571,0.02968999643904458,0.9293640350877195,0.020313744623914092
1494,15,0.8940178571428571,0.02968999643904458,0.9293640350877195,0.020313744623914092
1494,20,0.8940178571428571,0.02968999643904458,0.9293640350877195,0.020313744623914092
1510,1,0.9821826625386997,0.011807898956928483,0.9892311661506709,0.009188756493468645
1510,5,0.9841382868937048,0.010955801471975665,0.9894943240454076,0.009042309070337855
1510,10,0.9841382868937048,0.010955801471975665,0.9894943240454076,0.009042309070337855
1510,15,0.9841382868937048,0.010955801471975665,0.9894943240454076,0.009042309070337855
1510,20,0.9841382868937048,0.010955801471975665,0.9894943240454076,0.009042309070337855
1558,1,0.8523137792981598,0.02215642169253237,0.9041223239291017,0.013451346393648552
1558,5,0.8609198729394959,0.02221713289700383,0.9041223239291017,0.013451346393648552
1558,10,0.8609198729394959,0.02221713289700383,0.9041223239291017,0.013451346393648552
1558,15,0.8609198729394959,0.02221713289700383,0.9041223239291017,0.013451346393648552
1558,20,0.8609198729394959,0.02221713289700383,0.9041223239291017,0.013451346393648552
4534,1,0.9676683026002278,0.006273213138682526,0.9942392908940226,0.0016088790585589315
4534,5,0.9708362296695329,0.004480339758479274,0.9942392908940226,0.0016088790585589315
4534,10,0.9708362296695329,0.004480339758479274,0.9942392908940226,0.0016088790585589315
4534,15,0.9708362296695329,0.004480339758479274,0.9942392908940226,0.0016088790585589315
4534,20,0.9708362296695329,0.004480339758479274,0.9942392908940226,0.0016088790585589315
23381,1,0.6027046035805625,0.0614306668398029,0.5714833759590793,0.06300880828976431
23381,5,0.6176790281329922,0.05724078746393548,0.612576726342711,0.061739118846900094
23381,10,0.6176790281329922,0.05724078746393548,0.612576726342711,0.061739118846900094
23381,15,0.6176790281329922,0.05724078746393548,0.612576726342711,0.061739118846900094
23381,20,0.6176790281329922,0.05724078746393548,0.612576726342711,0.061739118846900094
40536,1,0.8363701923076923,0.01702979451120135,0.8585637928248222,0.013269961878952819
40536,5,0.842698731415643,0.01377497782495205,0.858643947963801,0.013298516636912573
40536,10,0.842698731415643,0.01377497782495205,0.858643947963801,0.013298516636912573
40536,15,0.842698731415643,0.01377497782495205,0.858643947963801,0.013298516636912573
40536,20,0.842698731415643,0.01377497782495205,0.858643947963801,0.013298516636912573
