checkpoint,standard_mean,standard_std,standard_count,warmstart_mean,warmstart_std,warmstart_count
1,0.8484513538008411,0.11257725914139147,500,0.8579394570719564,0.13693930381110644,500
5,0.8571750695743624,0.10974477205525708,500,0.8729648852664914,0.11831163594599482,500
10,0.8571750695743624,0.10974477205525708,500,0.8729648852664914,0.11831163594599482,500
15,0.8571750695743624,0.10974477205525708,500,0.8729648852664914,0.11831163594599482,500
20,0.8571750695743624,0.10974477205525708,500,0.8729648852664914,0.11831163594599482,500
